Entity,Code,Year,Average effective age of retirement (OECD)
Russia,RUS,1964,62.370000000000545
Russia,RUS,1965,62.29000000000053
Russia,RUS,1966,62.21000000000052
Russia,RUS,1967,62.13000000000048
Russia,RUS,1968,62.050000000000466
Russia,RUS,1969,61.970000000000454
Russia,RUS,1970,61.89000000000044
Russia,RUS,1971,61.81000000000043
Russia,RUS,1972,61.730000000000416
Russia,RUS,1973,61.650000000000404
Russia,RUS,1974,61.57000000000039
Russia,RUS,1975,61.49000000000038
Russia,RUS,1976,61.41000000000034
Russia,RUS,1977,61.330000000000325
Russia,RUS,1978,61.25000000000031
Russia,RUS,1979,61.1700000000003
Russia,RUS,1980,61.09000000000029
Russia,RUS,1981,61.010000000000275
Russia,RUS,1982,60.93000000000026
Russia,RUS,1983,60.85000000000025
Russia,RUS,1984,60.77000000000021
Russia,RUS,1985,60.6900000000002
Russia,RUS,1986,60.610000000000184
Russia,RUS,1987,60.53000000000017
Russia,RUS,1988,60.45000000000016
Russia,RUS,1989,60.37000000000015
Russia,RUS,1990,60.290000000000134
Russia,RUS,1991,60.21000000000012
Russia,RUS,1992,60.13000000000011
Russia,RUS,1993,60.05000000000007
Russia,RUS,1994,60.0
Russia,RUS,1995,59.85
Russia,RUS,1996,59.8
Russia,RUS,1997,59.75
Russia,RUS,1998,59.449998855
Russia,RUS,1999,58.45
Russia,RUS,2000,58.65
Russia,RUS,2001,58.5
Russia,RUS,2002,58.95
Russia,RUS,2003,58.75
Russia,RUS,2004,61.1
Russia,RUS,2005,60.95
Russia,RUS,2006,60.75
Russia,RUS,2007,61.35
Russia,RUS,2008,61.6
Russia,RUS,2009,61.55
Russia,RUS,2010,61.8
Russia,RUS,2011,61.6
Russia,RUS,2012,61.85
Russia,RUS,2013,61.6
Russia,RUS,2014,61.7
Russia,RUS,2015,61.4
Russia,RUS,2016,61.75
Russia,RUS,2017,61.5
Russia,RUS,2018,61.70000076
Russia,RUS,2019,61.75000075999991
Russia,RUS,2020,61.81500098799988
Russia,RUS,2021,61.880001215999854
Russia,RUS,2022,61.94500144399983
Saudi Arabia,SAU,1960,14.635004273503
Saudi Arabia,SAU,1961,15.825004160002663
Saudi Arabia,SAU,1962,17.01500404650278
Saudi Arabia,SAU,1963,18.2050039330029
Saudi Arabia,SAU,1964,19.395003819502563
Saudi Arabia,SAU,1965,20.58500370600268
Saudi Arabia,SAU,1966,21.7750035925028
Saudi Arabia,SAU,1967,22.965003479002462
Saudi Arabia,SAU,1968,24.15500336550258
Saudi Arabia,SAU,1969,25.345003252002243
Saudi Arabia,SAU,1970,26.53500313850236
Saudi Arabia,SAU,1971,27.72500302500248
Saudi Arabia,SAU,1972,28.915002911502143
Saudi Arabia,SAU,1973,30.10500279800226
Saudi Arabia,SAU,1974,31.295002684501924
Saudi Arabia,SAU,1975,32.48500257100204
Saudi Arabia,SAU,1976,33.67500245750216
Saudi Arabia,SAU,1977,34.86500234400182
Saudi Arabia,SAU,1978,36.05500223050194
Saudi Arabia,SAU,1979,37.24500211700206
Saudi Arabia,SAU,1980,38.43500200350172
Saudi Arabia,SAU,1981,39.62500189000184
Saudi Arabia,SAU,1982,40.815001776501504
Saudi Arabia,SAU,1983,42.00500166300162
Saudi Arabia,SAU,1984,43.19500154950174
Saudi Arabia,SAU,1985,44.3850014360014
Saudi Arabia,SAU,1986,45.57500132250152
Saudi Arabia,SAU,1987,46.765001209001184
Saudi Arabia,SAU,1988,47.9550010955013
Saudi Arabia,SAU,1989,49.14500098200142
Saudi Arabia,SAU,1990,50.33500086850108
Saudi Arabia,SAU,1991,51.5250007550012
Saudi Arabia,SAU,1992,52.71500064150132
Saudi Arabia,SAU,1993,53.90500052800098
Saudi Arabia,SAU,1994,55.0950004145011
Saudi Arabia,SAU,1995,56.285000301000764
Saudi Arabia,SAU,1996,57.47500018750088
Saudi Arabia,SAU,1997,59.45000076
Saudi Arabia,SAU,1998,59.449998855
Saudi Arabia,SAU,1999,59.5
Saudi Arabia,SAU,2000,63.4
Saudi Arabia,SAU,2001,63.25
Saudi Arabia,SAU,2002,62.75
Saudi Arabia,SAU,2003,61.95
Saudi Arabia,SAU,2004,61.65
Saudi Arabia,SAU,2005,61.0
Saudi Arabia,SAU,2006,60.7
Saudi Arabia,SAU,2007,59.75
Saudi Arabia,SAU,2008,60.65
Saudi Arabia,SAU,2009,60.45
Saudi Arabia,SAU,2010,60.75
Saudi Arabia,SAU,2011,61.35
Saudi Arabia,SAU,2012,62.6
Saudi Arabia,SAU,2013,61.9
Saudi Arabia,SAU,2014,60.900000000000006
Saudi Arabia,SAU,2015,61.75
Saudi Arabia,SAU,2016,60.75
Saudi Arabia,SAU,2017,60.649999615
Saudi Arabia,SAU,2018,60.57499961499997
Saudi Arabia,SAU,2019,60.399999499499984
Saudi Arabia,SAU,2020,60.224999384
Saudi Arabia,SAU,2021,60.04999926850002
Saudi Arabia,SAU,2022,59.874999152999976
Slovakia,SVK,1960,66.82499867000337
Slovakia,SVK,1961,66.5749987080033
Slovakia,SVK,1962,66.32499874600325
Slovakia,SVK,1963,66.07499878400313
Slovakia,SVK,1964,65.82499882200307
Slovakia,SVK,1965,65.57499886000295
Slovakia,SVK,1966,65.32499889800289
Slovakia,SVK,1967,65.07499893600277
Slovakia,SVK,1968,64.82499897400271
Slovakia,SVK,1969,64.57499901200259
Slovakia,SVK,1970,64.32499905000253
Slovakia,SVK,1971,64.07499908800247
Slovakia,SVK,1972,63.82499912600235
Slovakia,SVK,1973,63.57499916400229
Slovakia,SVK,1974,63.324999202002175
Slovakia,SVK,1975,63.074999240002114
Slovakia,SVK,1976,62.824999278002
Slovakia,SVK,1977,62.574999316001936
Slovakia,SVK,1978,62.32499935400182
Slovakia,SVK,1979,62.07499939200176
Slovakia,SVK,1980,61.82499943000164
Slovakia,SVK,1981,61.57499946800158
Slovakia,SVK,1982,61.32499950600152
Slovakia,SVK,1983,61.0749995440014
Slovakia,SVK,1984,60.82499958200134
Slovakia,SVK,1985,60.57499962000122
Slovakia,SVK,1986,60.32499965800116
Slovakia,SVK,1987,60.07499969600104
Slovakia,SVK,1988,59.82499973400098
Slovakia,SVK,1989,59.574999772000865
Slovakia,SVK,1990,59.324999810000804
Slovakia,SVK,1991,59.07499984800074
Slovakia,SVK,1992,58.824999886000626
Slovakia,SVK,1993,58.574999924000565
Slovakia,SVK,1994,58.32499996200045
Slovakia,SVK,1995,58.07500000000039
Slovakia,SVK,1996,57.95
Slovakia,SVK,1997,57.5
Slovakia,SVK,1998,57.10000038
Slovakia,SVK,1999,57.25
Slovakia,SVK,2000,57.55
Slovakia,SVK,2001,57.8
Slovakia,SVK,2002,57.75
Slovakia,SVK,2003,57.95
Slovakia,SVK,2004,57.85
Slovakia,SVK,2005,57.5
Slovakia,SVK,2006,57.150000000000006
Slovakia,SVK,2007,56.95
Slovakia,SVK,2008,57.3
Slovakia,SVK,2009,57.95
Slovakia,SVK,2010,58.4
Slovakia,SVK,2011,59.05
Slovakia,SVK,2012,59.75
Slovakia,SVK,2013,59.65
Slovakia,SVK,2014,59.95
Slovakia,SVK,2015,60.1
Slovakia,SVK,2016,60.15
Slovakia,SVK,2017,60.050001145
Slovakia,SVK,2018,60.5
Slovakia,SVK,2019,60.475000572499795
Slovakia,SVK,2020,60.58500068699979
Slovakia,SVK,2021,60.69500080149976
Slovakia,SVK,2022,60.80500091599973
Slovenia,SVN,1960,66.42499770500058
Slovenia,SVN,1961,66.19999778150054
Slovenia,SVN,1962,65.97499785800056
Slovenia,SVN,1963,65.74999793450053
Slovenia,SVN,1964,65.52499801100055
Slovenia,SVN,1965,65.29999808750051
Slovenia,SVN,1966,65.07499816400053
Slovenia,SVN,1967,64.8499982405005
Slovenia,SVN,1968,64.62499831700052
Slovenia,SVN,1969,64.39999839350048
Slovenia,SVN,1970,64.1749984700005
Slovenia,SVN,1971,63.94999854650047
Slovenia,SVN,1972,63.72499862300049
Slovenia,SVN,1973,63.49999869950045
Slovenia,SVN,1974,63.27499877600047
Slovenia,SVN,1975,63.04999885250044
Slovenia,SVN,1976,62.82499892900046
Slovenia,SVN,1977,62.59999900550042
Slovenia,SVN,1978,62.37499908200044
Slovenia,SVN,1979,62.14999915850041
Slovenia,SVN,1980,61.92499923500037
Slovenia,SVN,1981,61.69999931150039
Slovenia,SVN,1982,61.474999388000356
Slovenia,SVN,1983,61.24999946450038
Slovenia,SVN,1984,61.02499954100034
Slovenia,SVN,1985,60.79999961750036
Slovenia,SVN,1986,60.574999694000326
Slovenia,SVN,1987,60.34999977050035
Slovenia,SVN,1988,60.12499984700031
Slovenia,SVN,1989,59.89999992350033
Slovenia,SVN,1990,59.675000000000296
Slovenia,SVN,1991,59.45000007650032
Slovenia,SVN,1992,59.22500015300028
Slovenia,SVN,1993,59.0000002295003
Slovenia,SVN,1994,58.775000306000265
Slovenia,SVN,1995,58.550000382500286
Slovenia,SVN,1996,59.25
Slovenia,SVN,1997,56.950000765
Slovenia,SVN,1998,57.40000153
Slovenia,SVN,1999,58.35
Slovenia,SVN,2000,58.6
Slovenia,SVN,2001,58.3
Slovenia,SVN,2002,60.7
Slovenia,SVN,2003,60.2
Slovenia,SVN,2004,59.1
Slovenia,SVN,2005,59.75
Slovenia,SVN,2006,59.9
Slovenia,SVN,2007,58.7
Slovenia,SVN,2008,59.2
Slovenia,SVN,2009,60.6
Slovenia,SVN,2010,59.7
Slovenia,SVN,2011,59.85
Slovenia,SVN,2012,61.75
Slovenia,SVN,2013,60.3
Slovenia,SVN,2014,60.9
Slovenia,SVN,2015,61.6
Slovenia,SVN,2016,61.6
Slovenia,SVN,2017,61.449998855
Slovenia,SVN,2018,61.59999847
Slovenia,SVN,2019,61.524997897500086
Slovenia,SVN,2020,61.50999732400011
Slovenia,SVN,2021,61.49499675050013
Slovenia,SVN,2022,61.479996177000146
South Africa,ZAF,1960,67.12000000000006
South Africa,ZAF,1961,67.14000000000006
South Africa,ZAF,1962,67.16000000000005
South Africa,ZAF,1963,67.18000000000005
South Africa,ZAF,1964,67.20000000000005
South Africa,ZAF,1965,67.22000000000004
South Africa,ZAF,1966,67.24000000000004
South Africa,ZAF,1967,67.26000000000003
South Africa,ZAF,1968,67.28000000000003
South Africa,ZAF,1969,67.30000000000003
South Africa,ZAF,1970,67.32000000000002
South Africa,ZAF,1971,67.34000000000002
South Africa,ZAF,1972,67.36000000000001
South Africa,ZAF,1973,67.38000000000001
South Africa,ZAF,1974,67.40000000000002
South Africa,ZAF,1975,67.45
South Africa,ZAF,1976,67.4
South Africa,ZAF,1977,67.44999999999999
South Africa,ZAF,1978,67.5
South Africa,ZAF,1979,67.5
South Africa,ZAF,1980,67.5
South Africa,ZAF,1981,68.05000000000001
South Africa,ZAF,1982,68.65
South Africa,ZAF,1983,69.30000000000001
South Africa,ZAF,1984,69.75
South Africa,ZAF,1985,70.1
South Africa,ZAF,1986,69.94999999999999
South Africa,ZAF,1987,69.9
South Africa,ZAF,1988,69.75
South Africa,ZAF,1989,69.6
South Africa,ZAF,1990,69.5
South Africa,ZAF,1991,69.35
South Africa,ZAF,1992,68.30000000000001
South Africa,ZAF,1993,67.3
South Africa,ZAF,1994,66.35
South Africa,ZAF,1995,65.65
South Africa,ZAF,1996,64.9
South Africa,ZAF,1997,65.099998475
South Africa,ZAF,1998,65.29999924
South Africa,ZAF,1999,65.55
South Africa,ZAF,2000,66.3
South Africa,ZAF,2001,65.2
South Africa,ZAF,2002,65.19999999999999
South Africa,ZAF,2003,65.05
South Africa,ZAF,2004,65.35
South Africa,ZAF,2005,66.55000000000001
South Africa,ZAF,2006,65.45
South Africa,ZAF,2007,63.05
South Africa,ZAF,2008,64.3
South Africa,ZAF,2009,65.05
South Africa,ZAF,2010,64.35
South Africa,ZAF,2011,63.7
South Africa,ZAF,2012,64.80000000000001
South Africa,ZAF,2013,62.85
South Africa,ZAF,2014,61.05
South Africa,ZAF,2015,62.2
South Africa,ZAF,2016,61.8
South Africa,ZAF,2017,61.899999615
South Africa,ZAF,2018,62.399999615
South Africa,ZAF,2019,62.24999942249994
South Africa,ZAF,2020,62.31999926849997
South Africa,ZAF,2021,62.38999911449997
South Africa,ZAF,2022,62.45999896049997
South Korea,KOR,1960,60.36999999999978
South Korea,KOR,1961,60.76499999999987
South Korea,KOR,1962,61.159999999999854
South Korea,KOR,1963,61.554999999999836
South Korea,KOR,1964,61.94999999999982
South Korea,KOR,1965,62.344999999999914
South Korea,KOR,1966,62.739999999999895
South Korea,KOR,1967,63.13499999999988
South Korea,KOR,1968,63.52999999999997
South Korea,KOR,1969,63.924999999999955
South Korea,KOR,1970,64.4
South Korea,KOR,1971,64.6
South Korea,KOR,1972,65.1
South Korea,KOR,1973,65.55
South Korea,KOR,1974,65.65
South Korea,KOR,1975,65.85
South Korea,KOR,1976,66.95
South Korea,KOR,1977,66.69999999999999
South Korea,KOR,1978,66.35
South Korea,KOR,1979,66.0
South Korea,KOR,1980,66.4
South Korea,KOR,1981,65.25
South Korea,KOR,1982,65.8
South Korea,KOR,1983,65.35
South Korea,KOR,1984,64.4
South Korea,KOR,1985,64.95
South Korea,KOR,1986,64.85
South Korea,KOR,1987,64.45
South Korea,KOR,1988,64.9
South Korea,KOR,1989,68.75
South Korea,KOR,1990,69.75
South Korea,KOR,1991,69.75
South Korea,KOR,1992,69.80000000000001
South Korea,KOR,1993,68.3
South Korea,KOR,1994,68.75
South Korea,KOR,1995,68.65
South Korea,KOR,1996,68.44999999999999
South Korea,KOR,1997,68.849998475
South Korea,KOR,1998,67.75
South Korea,KOR,1999,67.0
South Korea,KOR,2000,66.4
South Korea,KOR,2001,67.05000000000001
South Korea,KOR,2002,67.15
South Korea,KOR,2003,67.05
South Korea,KOR,2004,68.44999999999999
South Korea,KOR,2005,69.0
South Korea,KOR,2006,69.2
South Korea,KOR,2007,69.3
South Korea,KOR,2008,69.85
South Korea,KOR,2009,69.7
South Korea,KOR,2010,70.2
South Korea,KOR,2011,70.55000000000001
South Korea,KOR,2012,70.80000000000001
South Korea,KOR,2013,70.94999999999999
South Korea,KOR,2014,72.15
South Korea,KOR,2015,72.15
South Korea,KOR,2016,72.15
South Korea,KOR,2017,73.0
South Korea,KOR,2018,72.30000305
South Korea,KOR,2019,72.7250030499996
South Korea,KOR,2020,72.85500396499947
South Korea,KOR,2021,72.9850048799994
South Korea,KOR,2022,73.11500579499926
Spain,ESP,1960,64.36999999999932
Spain,ESP,1961,64.86499999999944
Spain,ESP,1962,65.35999999999945
Spain,ESP,1963,65.85499999999945
Spain,ESP,1964,66.34999999999957
Spain,ESP,1965,66.84499999999957
Spain,ESP,1966,67.33999999999958
Spain,ESP,1967,67.8349999999997
Spain,ESP,1968,68.3299999999997
Spain,ESP,1969,68.8249999999997
Spain,ESP,1970,69.2
Spain,ESP,1971,69.94999999999999
Spain,ESP,1972,70.4
Spain,ESP,1973,70.7
Spain,ESP,1974,69.44999999999999
Spain,ESP,1975,69.6
Spain,ESP,1976,69.15
Spain,ESP,1977,67.85
Spain,ESP,1978,66.95
Spain,ESP,1979,64.05000000000001
Spain,ESP,1980,65.69999999999999
Spain,ESP,1981,65.25
Spain,ESP,1982,64.75
Spain,ESP,1983,64.4
Spain,ESP,1984,63.75
Spain,ESP,1985,63.3
Spain,ESP,1986,63.45
Spain,ESP,1987,64.15
Spain,ESP,1988,64.4
Spain,ESP,1989,64.6
Spain,ESP,1990,64.19999999999999
Spain,ESP,1991,63.7
Spain,ESP,1992,62.8
Spain,ESP,1993,62.15
Spain,ESP,1994,62.2
Spain,ESP,1995,61.9
Spain,ESP,1996,61.85
Spain,ESP,1997,62.200000765
Spain,ESP,1998,62.200000765
Spain,ESP,1999,61.3
Spain,ESP,2000,61.7
Spain,ESP,2001,61.8
Spain,ESP,2002,61.25
Spain,ESP,2003,61.75
Spain,ESP,2004,62.05
Spain,ESP,2005,62.0
Spain,ESP,2006,62.1
Spain,ESP,2007,62.15
Spain,ESP,2008,62.3
Spain,ESP,2009,62.45
Spain,ESP,2010,62.65
Spain,ESP,2011,62.9
Spain,ESP,2012,62.75
Spain,ESP,2013,62.85
Spain,ESP,2014,62.650000000000006
Spain,ESP,2015,62.45
Spain,ESP,2016,62.400000000000006
Spain,ESP,2017,61.899999615
Spain,ESP,2018,61.699998855
Spain,ESP,2019,61.42499866250046
Spain,ESP,2020,61.14999828050054
Spain,ESP,2021,60.874997898500624
Spain,ESP,2022,60.59999751650082
Sweden,SWE,1960,71.06500000000062
Sweden,SWE,1961,70.65500000000054
Sweden,SWE,1962,70.24500000000046
Sweden,SWE,1963,69.83500000000049
Sweden,SWE,1964,69.42500000000041
Sweden,SWE,1965,69.01500000000033
Sweden,SWE,1966,68.60500000000025
Sweden,SWE,1967,68.19500000000016
Sweden,SWE,1968,67.78500000000008
Sweden,SWE,1969,67.37500000000011
Sweden,SWE,1970,67.25
Sweden,SWE,1971,66.19999999999999
Sweden,SWE,1972,66.0
Sweden,SWE,1973,65.94999999999999
Sweden,SWE,1974,66.05
Sweden,SWE,1975,65.6
Sweden,SWE,1976,65.30000000000001
Sweden,SWE,1977,65.35
Sweden,SWE,1978,65.15
Sweden,SWE,1979,64.94999999999999
Sweden,SWE,1980,64.65
Sweden,SWE,1981,64.2
Sweden,SWE,1982,63.85
Sweden,SWE,1983,63.9
Sweden,SWE,1984,63.6
Sweden,SWE,1985,63.650000000000006
Sweden,SWE,1986,63.75
Sweden,SWE,1987,63.8
Sweden,SWE,1988,63.2
Sweden,SWE,1989,63.0
Sweden,SWE,1990,63.4
Sweden,SWE,1991,63.3
Sweden,SWE,1992,62.900000000000006
Sweden,SWE,1993,63.05
Sweden,SWE,1994,62.85
Sweden,SWE,1995,62.25
Sweden,SWE,1996,62.85
Sweden,SWE,1997,62.899999615
Sweden,SWE,1998,62.950000765
Sweden,SWE,1999,63.4
Sweden,SWE,2000,63.05
Sweden,SWE,2001,62.8
Sweden,SWE,2002,62.75
Sweden,SWE,2003,62.9
Sweden,SWE,2004,62.6
Sweden,SWE,2005,63.8
Sweden,SWE,2006,63.65
Sweden,SWE,2007,64.2
Sweden,SWE,2008,64.45
Sweden,SWE,2009,64.85
Sweden,SWE,2010,64.35
Sweden,SWE,2011,65.19999999999999
Sweden,SWE,2012,65.19999999999999
Sweden,SWE,2013,65.0
Sweden,SWE,2014,64.7
Sweden,SWE,2015,65.05000000000001
Sweden,SWE,2016,65.19999999999999
Sweden,SWE,2017,65.549999235
Sweden,SWE,2018,65.90000153
Sweden,SWE,2019,66.15000114749967
Sweden,SWE,2020,66.44000152999956
Sweden,SWE,2021,66.73000191249946
Sweden,SWE,2022,67.02000229499936
Switzerland,CHE,1960,78.90000000000055
Switzerland,CHE,1961,78.25000000000045
Switzerland,CHE,1962,77.60000000000059
Switzerland,CHE,1963,76.9500000000005
Switzerland,CHE,1964,76.30000000000041
Switzerland,CHE,1965,75.65000000000032
Switzerland,CHE,1966,75.00000000000023
Switzerland,CHE,1967,74.35000000000014
Switzerland,CHE,1968,73.70000000000005
Switzerland,CHE,1969,73.05000000000018
Switzerland,CHE,1970,72.45
Switzerland,CHE,1971,71.69999999999999
Switzerland,CHE,1972,71.05
Switzerland,CHE,1973,70.5
Switzerland,CHE,1974,70.05000000000001
Switzerland,CHE,1975,69.44999999999999
Switzerland,CHE,1976,69.25
Switzerland,CHE,1977,68.94999999999999
Switzerland,CHE,1978,68.7
Switzerland,CHE,1979,68.4
Switzerland,CHE,1980,68.2
Switzerland,CHE,1981,68.1
Switzerland,CHE,1982,68.0
Switzerland,CHE,1983,67.85
Switzerland,CHE,1984,67.7
Switzerland,CHE,1985,67.5
Switzerland,CHE,1986,67.35
Switzerland,CHE,1987,67.15
Switzerland,CHE,1988,67.0
Switzerland,CHE,1989,66.85
Switzerland,CHE,1990,66.75
Switzerland,CHE,1991,66.6
Switzerland,CHE,1992,67.55
Switzerland,CHE,1993,67.4
Switzerland,CHE,1994,66.9
Switzerland,CHE,1995,66.65
Switzerland,CHE,1996,66.55000000000001
Switzerland,CHE,1997,64.90000153
Switzerland,CHE,1998,64.70000076
Switzerland,CHE,1999,64.55000000000001
Switzerland,CHE,2000,64.05
Switzerland,CHE,2001,65.15
Switzerland,CHE,2002,64.80000000000001
Switzerland,CHE,2003,64.1
Switzerland,CHE,2004,65.05000000000001
Switzerland,CHE,2005,64.95
Switzerland,CHE,2006,64.2
Switzerland,CHE,2007,64.44999999999999
Switzerland,CHE,2008,65.45
Switzerland,CHE,2009,64.5
Switzerland,CHE,2010,64.35
Switzerland,CHE,2011,65.0
Switzerland,CHE,2012,65.19999999999999
Switzerland,CHE,2013,65.05
Switzerland,CHE,2014,65.2
Switzerland,CHE,2015,64.95
Switzerland,CHE,2016,65.15
Switzerland,CHE,2017,65.0
Switzerland,CHE,2018,65.700000765
Switzerland,CHE,2019,65.72500076499966
Switzerland,CHE,2020,65.9350009944996
Switzerland,CHE,2021,66.1450012239996
Switzerland,CHE,2022,66.35500145349954
Turkey,TUR,1960,63.43000000000046
Turkey,TUR,1961,63.36000000000044
Turkey,TUR,1962,63.29000000000039
Turkey,TUR,1963,63.22000000000034
Turkey,TUR,1964,63.15000000000032
Turkey,TUR,1965,63.08000000000027
Turkey,TUR,1966,63.01000000000022
Turkey,TUR,1967,62.9400000000002
Turkey,TUR,1968,62.87000000000015
Turkey,TUR,1969,62.8000000000001
Turkey,TUR,1970,63.0
Turkey,TUR,1971,62.400000000000006
Turkey,TUR,1972,62.3
Turkey,TUR,1973,62.8
Turkey,TUR,1974,63.4
Turkey,TUR,1975,64.15
Turkey,TUR,1976,64.7
Turkey,TUR,1977,65.2
Turkey,TUR,1978,65.65
Turkey,TUR,1979,66.15
Turkey,TUR,1980,66.55
Turkey,TUR,1981,66.25
Turkey,TUR,1982,65.65
Turkey,TUR,1983,64.6
Turkey,TUR,1984,63.55
Turkey,TUR,1985,62.400000000000006
Turkey,TUR,1986,62.05
Turkey,TUR,1987,61.7
Turkey,TUR,1988,61.5
Turkey,TUR,1989,61.4
Turkey,TUR,1990,61.75
Turkey,TUR,1991,63.1
Turkey,TUR,1992,63.55
Turkey,TUR,1993,63.8
Turkey,TUR,1994,63.3
Turkey,TUR,1995,62.35
Turkey,TUR,1996,61.05
Turkey,TUR,1997,61.450000765
Turkey,TUR,1998,58.5
Turkey,TUR,1999,58.5
Turkey,TUR,2000,59.3
Turkey,TUR,2001,60.3
Turkey,TUR,2002,60.7
Turkey,TUR,2003,62.150000000000006
Turkey,TUR,2004,63.1
Turkey,TUR,2005,63.7
Turkey,TUR,2006,64.0
Turkey,TUR,2007,63.5
Turkey,TUR,2008,63.45
Turkey,TUR,2009,63.95
Turkey,TUR,2010,64.19999999999999
Turkey,TUR,2011,64.30000000000001
Turkey,TUR,2012,64.35
Turkey,TUR,2013,64.9
Turkey,TUR,2014,65.65
Turkey,TUR,2015,65.69999999999999
Turkey,TUR,2016,66.3
Turkey,TUR,2017,66.0
Turkey,TUR,2018,65.60000228999999
Turkey,TUR,2019,65.75000229000005
Turkey,TUR,2020,65.69000297700005
Turkey,TUR,2021,65.63000366400003
Turkey,TUR,2022,65.57000435100001
United Kingdom,GBR,1960,68.02000000000012
United Kingdom,GBR,1961,67.8900000000001
United Kingdom,GBR,1962,67.76000000000008
United Kingdom,GBR,1963,67.63000000000008
United Kingdom,GBR,1964,67.50000000000006
United Kingdom,GBR,1965,67.37000000000003
United Kingdom,GBR,1966,67.24000000000004
United Kingdom,GBR,1967,67.11000000000001
United Kingdom,GBR,1968,66.97999999999999
United Kingdom,GBR,1969,66.84999999999997
United Kingdom,GBR,1970,66.7
United Kingdom,GBR,1971,66.6
United Kingdom,GBR,1972,66.5
United Kingdom,GBR,1973,66.3
United Kingdom,GBR,1974,66.0
United Kingdom,GBR,1975,66.0
United Kingdom,GBR,1976,65.2
United Kingdom,GBR,1977,65.3
United Kingdom,GBR,1978,64.9
United Kingdom,GBR,1979,64.65
United Kingdom,GBR,1980,64.3
United Kingdom,GBR,1981,63.7
United Kingdom,GBR,1982,63.05
United Kingdom,GBR,1983,62.55
United Kingdom,GBR,1984,62.150000000000006
United Kingdom,GBR,1985,61.8
United Kingdom,GBR,1986,62.150000000000006
United Kingdom,GBR,1987,61.95
United Kingdom,GBR,1988,61.7
United Kingdom,GBR,1989,61.75
United Kingdom,GBR,1990,61.75
United Kingdom,GBR,1991,61.5
United Kingdom,GBR,1992,61.35
United Kingdom,GBR,1993,61.5
United Kingdom,GBR,1994,61.75
United Kingdom,GBR,1995,61.35
United Kingdom,GBR,1996,61.4
United Kingdom,GBR,1997,61.449998855
United Kingdom,GBR,1998,61.20000076
United Kingdom,GBR,1999,61.6
United Kingdom,GBR,2000,61.7
United Kingdom,GBR,2001,61.7
United Kingdom,GBR,2002,62.2
United Kingdom,GBR,2003,62.6
United Kingdom,GBR,2004,62.1
United Kingdom,GBR,2005,62.3
United Kingdom,GBR,2006,62.650000000000006
United Kingdom,GBR,2007,62.6
United Kingdom,GBR,2008,62.8
United Kingdom,GBR,2009,63.35
United Kingdom,GBR,2010,63.0
United Kingdom,GBR,2011,62.900000000000006
United Kingdom,GBR,2012,63.0
United Kingdom,GBR,2013,63.2
United Kingdom,GBR,2014,63.0
United Kingdom,GBR,2015,63.55
United Kingdom,GBR,2016,63.8
United Kingdom,GBR,2017,63.89999962
United Kingdom,GBR,2018,64.14999771000001
United Kingdom,GBR,2019,64.32499751999961
United Kingdom,GBR,2020,64.51499679499955
United Kingdom,GBR,2021,64.70499606999942
United Kingdom,GBR,2022,64.89499534499936
United States,USA,1960,72.48000000000047
United States,USA,1961,72.03500000000042
United States,USA,1962,71.59000000000037
United States,USA,1963,71.14500000000032
United States,USA,1964,70.70000000000027
United States,USA,1965,70.25500000000022
United States,USA,1966,69.81000000000017
United States,USA,1967,69.36500000000012
United States,USA,1968,68.92000000000007
United States,USA,1969,68.47500000000002
United States,USA,1970,68.15
United States,USA,1971,67.5
United States,USA,1972,66.95
United States,USA,1973,66.85
United States,USA,1974,66.69999999999999
United States,USA,1975,66.35
United States,USA,1976,66.25
United States,USA,1977,66.30000000000001
United States,USA,1978,66.3
United States,USA,1979,66.3
United States,USA,1980,66.35
United States,USA,1981,66.1
United States,USA,1982,66.1
United States,USA,1983,65.85
United States,USA,1984,65.65
United States,USA,1985,65.55000000000001
United States,USA,1986,65.44999999999999
United States,USA,1987,65.35
United States,USA,1988,65.55
United States,USA,1989,65.35
United States,USA,1990,64.85
United States,USA,1991,64.55
United States,USA,1992,64.6
United States,USA,1993,64.5
United States,USA,1994,63.75
United States,USA,1995,63.95
United States,USA,1996,64.15
United States,USA,1997,64.450000765
United States,USA,1998,64.40000153
United States,USA,1999,64.65
United States,USA,2000,64.25
United States,USA,2001,64.1
United States,USA,2002,64.1
United States,USA,2003,63.8
United States,USA,2004,63.8
United States,USA,2005,63.9
United States,USA,2006,64.3
United States,USA,2007,64.3
United States,USA,2008,64.80000000000001
United States,USA,2009,65.19999999999999
United States,USA,2010,65.44999999999999
United States,USA,2011,65.05
United States,USA,2012,65.05
United States,USA,2013,65.1
United States,USA,2014,65.30000000000001
United States,USA,2015,65.44999999999999
United States,USA,2016,66.1
United States,USA,2017,66.75
United States,USA,2018,67.200000765
United States,USA,2019,67.85000076499887
United States,USA,2020,68.44000099449863
United States,USA,2021,69.0300012239984
United States,USA,2022,69.62000145349816
