Year,Entity,Code,Average annual working hours per worker
1917,Switzerland,CHE,2598.25
1918,Switzerland,CHE,2571.8125
1919,Switzerland,CHE,2545.375
1920,Switzerland,CHE,2518.9375
1921,Switzerland,CHE,2492.5
1922,Switzerland,CHE,2466.0625
1923,Switzerland,CHE,2439.625
1924,Switzerland,CHE,2413.1875
1925,Switzerland,CHE,2386.75
1926,Switzerland,CHE,2360.3125
1927,Switzerland,CHE,2333.875
1928,Switzerland,CHE,2307.4375
1929,Switzerland,CHE,2281.0
1930,Switzerland,CHE,2259.222222222222
1931,Switzerland,CHE,2237.4444444444443
1932,Switzerland,CHE,2215.6666666666665
1933,Switzerland,CHE,2193.8888888888887
1934,Switzerland,CHE,2172.1111111111113
1935,Switzerland,CHE,2150.3333333333335
1936,Switzerland,CHE,2128.5555555555557
1937,Switzerland,CHE,2106.777777777778
1938,Switzerland,CHE,2085.0
1939,Switzerland,CHE,2081.2496
1940,Switzerland,CHE,2077.4992
1941,Switzerland,CHE,2073.7488
1942,Switzerland,CHE,2069.9984
1943,Switzerland,CHE,2066.248
1944,Switzerland,CHE,2062.4976
1945,Switzerland,CHE,2058.7472000000002
1946,Switzerland,CHE,2054.9968
1947,Switzerland,CHE,2051.2464
1948,Switzerland,CHE,2047.496
1949,Switzerland,CHE,2043.7456
1950,Switzerland,CHE,2039.9952
1951,Switzerland,CHE,2032.3508
1952,Switzerland,CHE,2024.7351
1953,Switzerland,CHE,2017.1479
1954,Switzerland,CHE,2009.5891
1955,Switzerland,CHE,2002.0587
1956,Switzerland,CHE,1994.5564
1957,Switzerland,CHE,1987.0823
1958,Switzerland,CHE,1979.6362
1959,Switzerland,CHE,1972.218
1960,Switzerland,CHE,1964.8275
1961,Switzerland,CHE,1967.6351
1962,Switzerland,CHE,1970.4468
1963,Switzerland,CHE,1973.2623
1964,Switzerland,CHE,1976.082
1965,Switzerland,CHE,1978.9056
1966,Switzerland,CHE,1981.7334
1967,Switzerland,CHE,1984.5652
1968,Switzerland,CHE,1987.401
1969,Switzerland,CHE,1990.2408
1970,Switzerland,CHE,1993.0847
1971,Switzerland,CHE,1982.7787
1972,Switzerland,CHE,1958.4653
1973,Switzerland,CHE,1931.6665
1974,Switzerland,CHE,1902.8224
1975,Switzerland,CHE,1894.04
1976,Switzerland,CHE,1890.9156
1977,Switzerland,CHE,1863.4858
1978,Switzerland,CHE,1849.0386
1979,Switzerland,CHE,1836.3763
1980,Switzerland,CHE,1821.8396
1981,Switzerland,CHE,1802.5231
1982,Switzerland,CHE,1791.4211
1983,Switzerland,CHE,1776.668
1984,Switzerland,CHE,1757.5706
1985,Switzerland,CHE,1751.3289
1986,Switzerland,CHE,1742.7521
1987,Switzerland,CHE,1741.4824
1988,Switzerland,CHE,1740.955
1989,Switzerland,CHE,1725.7891
1990,Switzerland,CHE,1716.2208
1991,Switzerland,CHE,1713.7753
1992,Switzerland,CHE,1723.1902
1993,Switzerland,CHE,1719.4904
1994,Switzerland,CHE,1741.3113
1995,Switzerland,CHE,1720.2662
1996,Switzerland,CHE,1696.8719
1997,Switzerland,CHE,1687.4536
1998,Switzerland,CHE,1695.5345
1999,Switzerland,CHE,1717.401
2000,Switzerland,CHE,1712.743
2001,Switzerland,CHE,1672.8507
2002,Switzerland,CHE,1651.2583
2003,Switzerland,CHE,1664.5405
2004,Switzerland,CHE,1694.9532
2005,Switzerland,CHE,1689.9702
2006,Switzerland,CHE,1679.2384
2007,Switzerland,CHE,1668.87
2008,Switzerland,CHE,1659.459
2009,Switzerland,CHE,1650.7788
2010,Switzerland,CHE,1624.3464
2011,Switzerland,CHE,1619.3169
2012,Switzerland,CHE,1603.2313
2013,Switzerland,CHE,1582.8923
2014,Switzerland,CHE,1575.3215
2015,Switzerland,CHE,1589.4751
2016,Switzerland,CHE,1589.6758
2017,Switzerland,CHE,1589.6758
2018,Switzerland,CHE,1589.6758
2019,Switzerland,CHE,1589.6758
2020,Switzerland,CHE,1589.6758
2021,Switzerland,CHE,1589.6758
2022,Switzerland,CHE,1589.6758
1951,Taiwan,TWN,2374.0693
1952,Taiwan,TWN,2371.8262
1953,Taiwan,TWN,2369.585
1954,Taiwan,TWN,2367.3459
1955,Taiwan,TWN,2365.1091
1956,Taiwan,TWN,2362.8743
1957,Taiwan,TWN,2360.6416
1958,Taiwan,TWN,2358.4111
1959,Taiwan,TWN,2356.1829
1960,Taiwan,TWN,2353.9563
1961,Taiwan,TWN,2351.7322
1962,Taiwan,TWN,2349.51
1963,Taiwan,TWN,2347.29
1964,Taiwan,TWN,2345.072
1965,Taiwan,TWN,2342.8562
1966,Taiwan,TWN,2340.6426
1967,Taiwan,TWN,2338.4309
1968,Taiwan,TWN,2336.2214
1969,Taiwan,TWN,2334.0139
1970,Taiwan,TWN,2331.8086
1971,Taiwan,TWN,2330.8506
1972,Taiwan,TWN,2326.832
1973,Taiwan,TWN,2321.9348
1974,Taiwan,TWN,2324.6641
1975,Taiwan,TWN,2322.5195
1976,Taiwan,TWN,2317.8567
1977,Taiwan,TWN,2310.4609
1978,Taiwan,TWN,2303.0276
1979,Taiwan,TWN,2336.6174
1980,Taiwan,TWN,2313.9087
1981,Taiwan,TWN,2310.124
1982,Taiwan,TWN,2269.4377
1983,Taiwan,TWN,2254.772
1984,Taiwan,TWN,2254.2988
1985,Taiwan,TWN,2244.3638
1986,Taiwan,TWN,2242.9446
1987,Taiwan,TWN,2276.5342
1988,Taiwan,TWN,2250.5142
1989,Taiwan,TWN,2231.5903
1990,Taiwan,TWN,2230.644
1991,Taiwan,TWN,2217.8704
1992,Taiwan,TWN,2220.2358
1993,Taiwan,TWN,2240.5791
1994,Taiwan,TWN,2184.7539
1995,Taiwan,TWN,2224.4939
1996,Taiwan,TWN,2198.0005
1997,Taiwan,TWN,2141.229
1998,Taiwan,TWN,2192.3232
1999,Taiwan,TWN,2190.4309
2000,Taiwan,TWN,2180.4958
2001,Taiwan,TWN,2125.6169
2002,Taiwan,TWN,2111.8972
2003,Taiwan,TWN,2117.1011
2004,Taiwan,TWN,2135.552
2005,Taiwan,TWN,2127.5093
2006,Taiwan,TWN,2134.6057
2007,Taiwan,TWN,2129.8748
2008,Taiwan,TWN,2073.5764
2009,Taiwan,TWN,2054.1794
2010,Taiwan,TWN,2062.6953
2011,Taiwan,TWN,2052.7603
2012,Taiwan,TWN,2066.9531
2013,Taiwan,TWN,2062.2222
2014,Taiwan,TWN,2059.0552
2015,Taiwan,TWN,2057.2129
2016,Taiwan,TWN,1989.1476
2017,Taiwan,TWN,1990.3212
2018,Taiwan,TWN,1990.3212
2019,Taiwan,TWN,1990.3212
2020,Taiwan,TWN,1990.3212
2021,Taiwan,TWN,1990.3212
2022,Taiwan,TWN,1990.3212
1970,Thailand,THA,2455.3882
1971,Thailand,THA,2455.3594
1972,Thailand,THA,2352.2505
1973,Thailand,THA,2471.6731
1974,Thailand,THA,2489.0171
1975,Thailand,THA,2461.7449
1976,Thailand,THA,2457.4976
1977,Thailand,THA,2453.686
1978,Thailand,THA,2528.9993
1979,Thailand,THA,2619.8672
1980,Thailand,THA,2710.0938
1981,Thailand,THA,2632.8503
1982,Thailand,THA,2348.6577
1983,Thailand,THA,2682.0732
1984,Thailand,THA,2700.7273
1985,Thailand,THA,2672.2749
1986,Thailand,THA,2671.416
1987,Thailand,THA,2625.6653
1988,Thailand,THA,2648.564
1989,Thailand,THA,2715.4182
1990,Thailand,THA,2579.7546
1991,Thailand,THA,2627.6155
1992,Thailand,THA,2643.4509
1993,Thailand,THA,2564.5964
1994,Thailand,THA,2614.2803
1995,Thailand,THA,2609.0884
1996,Thailand,THA,2555.252
1997,Thailand,THA,2485.231
1998,Thailand,THA,2533.8186
1999,Thailand,THA,2498.4678
2000,Thailand,THA,2502.5249
2001,Thailand,THA,2404.644
2002,Thailand,THA,2393.9397
2003,Thailand,THA,2383.6968
2004,Thailand,THA,2389.0415
2005,Thailand,THA,2337.9712
2006,Thailand,THA,2325.6384
2007,Thailand,THA,2329.801
2008,Thailand,THA,2342.0806
2009,Thailand,THA,2354.0847
2010,Thailand,THA,2349.2905
2011,Thailand,THA,2357.5569
2012,Thailand,THA,2312.438
2013,Thailand,THA,2273.4939
2014,Thailand,THA,2247.321
2015,Thailand,THA,2185.4456
2016,Thailand,THA,2185.4456
2017,Thailand,THA,2185.4456
2018,Thailand,THA,2185.4456
2019,Thailand,THA,2185.4456
2020,Thailand,THA,2185.4456
2021,Thailand,THA,2185.4456
2022,Thailand,THA,2185.4456
1991,Trinidad and Tobago,TTO,1585.0601
1992,Trinidad and Tobago,TTO,1564.7506
1993,Trinidad and Tobago,TTO,1580.2424
1994,Trinidad and Tobago,TTO,1591.5376
1995,Trinidad and Tobago,TTO,1602.2916
1996,Trinidad and Tobago,TTO,1618.5393
1997,Trinidad and Tobago,TTO,1627.1366
1998,Trinidad and Tobago,TTO,1630.5153
1999,Trinidad and Tobago,TTO,1636.525
2000,Trinidad and Tobago,TTO,1663.8954
2001,Trinidad and Tobago,TTO,1668.0447
2002,Trinidad and Tobago,TTO,1634.8004
2003,Trinidad and Tobago,TTO,1634.8004
2004,Trinidad and Tobago,TTO,1634.8004
2005,Trinidad and Tobago,TTO,1634.8004
2006,Trinidad and Tobago,TTO,1634.8004
2007,Trinidad and Tobago,TTO,1634.8004
2008,Trinidad and Tobago,TTO,1634.8004
2009,Trinidad and Tobago,TTO,1634.8004
2010,Trinidad and Tobago,TTO,1634.8004
2011,Trinidad and Tobago,TTO,1634.8004
2012,Trinidad and Tobago,TTO,1634.8004
2013,Trinidad and Tobago,TTO,1634.8004
2014,Trinidad and Tobago,TTO,1634.8004
2015,Trinidad and Tobago,TTO,1634.8004
2016,Trinidad and Tobago,TTO,1634.8004
2017,Trinidad and Tobago,TTO,1634.8004
2018,Trinidad and Tobago,TTO,1634.8004
2019,Trinidad and Tobago,TTO,1634.8004
2020,Trinidad and Tobago,TTO,1634.8004
2021,Trinidad and Tobago,TTO,1634.8004
2022,Trinidad and Tobago,TTO,1634.8004
1970,Turkey,TUR,2086.0
1971,Turkey,TUR,2077.0
1972,Turkey,TUR,2069.0
1973,Turkey,TUR,2060.0
1974,Turkey,TUR,2044.0
1975,Turkey,TUR,2028.0
1976,Turkey,TUR,2012.0
1977,Turkey,TUR,1996.0
1978,Turkey,TUR,1980.0
1979,Turkey,TUR,1964.0
1980,Turkey,TUR,1957.0
1981,Turkey,TUR,1950.0
1982,Turkey,TUR,1943.0
1983,Turkey,TUR,1935.0
1984,Turkey,TUR,1871.0
1985,Turkey,TUR,1898.0
1986,Turkey,TUR,1883.0
1987,Turkey,TUR,1844.0
1988,Turkey,TUR,1837.0
1989,Turkey,TUR,1867.0
1990,Turkey,TUR,1866.0
1991,Turkey,TUR,1870.0
1992,Turkey,TUR,1897.0
1993,Turkey,TUR,1917.0
1994,Turkey,TUR,1886.0
1995,Turkey,TUR,1876.0
1996,Turkey,TUR,1892.0
1997,Turkey,TUR,1878.0
1998,Turkey,TUR,1884.0
1999,Turkey,TUR,1925.0
2000,Turkey,TUR,1937.0
2001,Turkey,TUR,1942.0
2002,Turkey,TUR,1943.0
2003,Turkey,TUR,1943.0
2004,Turkey,TUR,1918.0
2005,Turkey,TUR,1936.0
2006,Turkey,TUR,1944.0
2007,Turkey,TUR,1911.0
2008,Turkey,TUR,1900.0
2009,Turkey,TUR,1881.0
2010,Turkey,TUR,1877.0
2011,Turkey,TUR,1864.0
2012,Turkey,TUR,1855.0
2013,Turkey,TUR,1832.0
2014,Turkey,TUR,1832.0
2015,Turkey,TUR,1832.0
2016,Turkey,TUR,1832.0
2017,Turkey,TUR,1832.0
2018,Turkey,TUR,1832.0
2019,Turkey,TUR,1832.0
2020,Turkey,TUR,1832.0
2021,Turkey,TUR,1832.0
2022,Turkey,TUR,1832.0
1870,United Kingdom,GBR,2755.0
1871,United Kingdom,GBR,2753.5
1872,United Kingdom,GBR,2752.0
1873,United Kingdom,GBR,2750.5
1874,United Kingdom,GBR,2749.0
1875,United Kingdom,GBR,2747.5
1876,United Kingdom,GBR,2746.0
1877,United Kingdom,GBR,2744.5
1878,United Kingdom,GBR,2743.0
1879,United Kingdom,GBR,2741.5
1880,United Kingdom,GBR,2740.0
1881,United Kingdom,GBR,2732.9
1882,United Kingdom,GBR,2725.8
1883,United Kingdom,GBR,2718.7
1884,United Kingdom,GBR,2711.6
1885,United Kingdom,GBR,2704.5
1886,United Kingdom,GBR,2697.4
1887,United Kingdom,GBR,2690.3
1888,United Kingdom,GBR,2683.2
1889,United Kingdom,GBR,2676.1
1890,United Kingdom,GBR,2669.0
1891,United Kingdom,GBR,2667.7
1892,United Kingdom,GBR,2666.4
1893,United Kingdom,GBR,2665.1
1894,United Kingdom,GBR,2663.8
1895,United Kingdom,GBR,2662.5
1896,United Kingdom,GBR,2661.2
1897,United Kingdom,GBR,2659.9
1898,United Kingdom,GBR,2658.6
1899,United Kingdom,GBR,2657.3
1900,United Kingdom,GBR,2656.0
1901,United Kingdom,GBR,2656.0
1902,United Kingdom,GBR,2656.0
1903,United Kingdom,GBR,2656.0
1904,United Kingdom,GBR,2656.0
1905,United Kingdom,GBR,2656.0
1906,United Kingdom,GBR,2656.0
1907,United Kingdom,GBR,2656.0
1908,United Kingdom,GBR,2656.0
1909,United Kingdom,GBR,2656.0
1910,United Kingdom,GBR,2656.0
1911,United Kingdom,GBR,2656.0
1912,United Kingdom,GBR,2656.0
1913,United Kingdom,GBR,2656.0
1914,United Kingdom,GBR,2631.0625
1915,United Kingdom,GBR,2606.125
1916,United Kingdom,GBR,2581.1875
1917,United Kingdom,GBR,2556.25
1918,United Kingdom,GBR,2531.3125
1919,United Kingdom,GBR,2506.375
1920,United Kingdom,GBR,2481.4375
1921,United Kingdom,GBR,2456.5
1922,United Kingdom,GBR,2431.5625
1923,United Kingdom,GBR,2406.625
1924,United Kingdom,GBR,2381.6875
1925,United Kingdom,GBR,2356.75
1926,United Kingdom,GBR,2331.8125
1927,United Kingdom,GBR,2306.875
1928,United Kingdom,GBR,2281.9375
1929,United Kingdom,GBR,2257.0
1930,United Kingdom,GBR,2250.6666666666665
1931,United Kingdom,GBR,2244.3333333333335
1932,United Kingdom,GBR,2238.0
1933,United Kingdom,GBR,2231.6666666666665
1934,United Kingdom,GBR,2225.3333333333335
1935,United Kingdom,GBR,2219.0
1936,United Kingdom,GBR,2212.6666666666665
1937,United Kingdom,GBR,2206.3333333333335
1938,United Kingdom,GBR,2200.0
1939,United Kingdom,GBR,2198.6619666666666
1940,United Kingdom,GBR,2197.323933333333
1941,United Kingdom,GBR,2195.9859
1942,United Kingdom,GBR,2194.6478666666667
1943,United Kingdom,GBR,2193.3098333333332
1944,United Kingdom,GBR,2191.9718000000003
1945,United Kingdom,GBR,2190.633766666667
1946,United Kingdom,GBR,2189.2957333333334
1947,United Kingdom,GBR,2187.9577
1948,United Kingdom,GBR,2186.6196666666665
1949,United Kingdom,GBR,2185.2816333333335
1950,United Kingdom,GBR,2183.9436
1951,United Kingdom,GBR,2192.6638
1952,United Kingdom,GBR,2160.8586
1953,United Kingdom,GBR,2164.7798
1954,United Kingdom,GBR,2168.9309
1955,United Kingdom,GBR,2167.363
1956,United Kingdom,GBR,2153.7795
1957,United Kingdom,GBR,2132.2522
1958,United Kingdom,GBR,2102.4534
1959,United Kingdom,GBR,2112.238
1960,United Kingdom,GBR,2103.5837
1961,United Kingdom,GBR,2066.811
1962,United Kingdom,GBR,2029.0448
1963,United Kingdom,GBR,2020.5967
1964,United Kingdom,GBR,2020.8336
1965,United Kingdom,GBR,1997.568
1966,United Kingdom,GBR,1941.6097
1967,United Kingdom,GBR,1929.5275
1968,United Kingdom,GBR,1922.2015
1969,United Kingdom,GBR,1912.6047
1970,United Kingdom,GBR,1870.8944
1971,United Kingdom,GBR,1830.1425
1972,United Kingdom,GBR,1851.3665
1973,United Kingdom,GBR,1860.2523
1974,United Kingdom,GBR,1845.297
1975,United Kingdom,GBR,1814.0796
1976,United Kingdom,GBR,1807.0242
1977,United Kingdom,GBR,1816.9293
1978,United Kingdom,GBR,1818.0375
1979,United Kingdom,GBR,1815.493
1980,United Kingdom,GBR,1785.3964
1981,United Kingdom,GBR,1749.12
1982,United Kingdom,GBR,1745.4192
1983,United Kingdom,GBR,1739.5485
1984,United Kingdom,GBR,1745.7526
1985,United Kingdom,GBR,1748.0818
1986,United Kingdom,GBR,1742.7368
1987,United Kingdom,GBR,1747.5668
1988,United Kingdom,GBR,1754.7257
1989,United Kingdom,GBR,1758.5569
1990,United Kingdom,GBR,1745.9441
1991,United Kingdom,GBR,1720.5466
1992,United Kingdom,GBR,1714.3304
1993,United Kingdom,GBR,1710.316
1994,United Kingdom,GBR,1720.5905
1995,United Kingdom,GBR,1722.6252
1996,United Kingdom,GBR,1722.0925
1997,United Kingdom,GBR,1721.1954
1998,United Kingdom,GBR,1716.9994
1999,United Kingdom,GBR,1708.6104
2000,United Kingdom,GBR,1692.954
2001,United Kingdom,GBR,1695.9764
2002,United Kingdom,GBR,1678.5614
2003,United Kingdom,GBR,1669.3804
2004,United Kingdom,GBR,1666.7157
2005,United Kingdom,GBR,1669.7372
2006,United Kingdom,GBR,1663.9857
2007,United Kingdom,GBR,1665.8214
2008,United Kingdom,GBR,1660.4688
2009,United Kingdom,GBR,1638.3318
2010,United Kingdom,GBR,1643.2079
2011,United Kingdom,GBR,1641.3157
2012,United Kingdom,GBR,1655.1066
2013,United Kingdom,GBR,1665.8917
2014,United Kingdom,GBR,1672.2679
2015,United Kingdom,GBR,1669.0747
2016,United Kingdom,GBR,1668.3876
2017,United Kingdom,GBR,1670.2728
2018,United Kingdom,GBR,1670.2728
2019,United Kingdom,GBR,1670.2728
2020,United Kingdom,GBR,1670.2728
2021,United Kingdom,GBR,1670.2728
2022,United Kingdom,GBR,1670.2728
1870,United States,USA,3096.0
1871,United States,USA,3090.8
1872,United States,USA,3085.6
1873,United States,USA,3080.4
1874,United States,USA,3075.2
1875,United States,USA,3070.0
1876,United States,USA,3064.8
1877,United States,USA,3059.6
1878,United States,USA,3054.4
1879,United States,USA,3049.2
1880,United States,USA,3044.0
1881,United States,USA,3037.9
1882,United States,USA,3031.8
1883,United States,USA,3025.7
1884,United States,USA,3019.6
1885,United States,USA,3013.5
1886,United States,USA,3007.4
1887,United States,USA,3001.3
1888,United States,USA,2995.2
1889,United States,USA,2989.1
1890,United States,USA,2983.0
1891,United States,USA,2978.5
1892,United States,USA,2974.0
1893,United States,USA,2969.5
1894,United States,USA,2965.0
1895,United States,USA,2960.5
1896,United States,USA,2956.0
1897,United States,USA,2951.5
1898,United States,USA,2947.0
1899,United States,USA,2942.5
1900,United States,USA,2938.0
1901,United States,USA,2935.076923076923
1902,United States,USA,2932.153846153846
1903,United States,USA,2929.230769230769
1904,United States,USA,2926.3076923076924
1905,United States,USA,2923.3846153846152
1906,United States,USA,2920.4615384615386
1907,United States,USA,2917.5384615384614
1908,United States,USA,2914.6153846153848
1909,United States,USA,2911.6923076923076
1910,United States,USA,2908.769230769231
1911,United States,USA,2905.846153846154
1912,United States,USA,2902.923076923077
1913,United States,USA,2900.0
1914,United States,USA,2863.5
1915,United States,USA,2827.0
1916,United States,USA,2790.5
1917,United States,USA,2754.0
1918,United States,USA,2717.5
1919,United States,USA,2681.0
1920,United States,USA,2644.5
1921,United States,USA,2608.0
1922,United States,USA,2571.5
1923,United States,USA,2535.0
1924,United States,USA,2498.5
1925,United States,USA,2462.0
1926,United States,USA,2425.5
1927,United States,USA,2389.0
1928,United States,USA,2352.5
1929,United States,USA,2316.0
1930,United States,USA,2253.777777777778
1931,United States,USA,2191.5555555555557
1932,United States,USA,2129.3333333333335
1933,United States,USA,2067.1111111111113
1934,United States,USA,2004.888888888889
1935,United States,USA,1942.6666666666667
1936,United States,USA,1880.4444444444443
1937,United States,USA,1818.2222222222222
1938,United States,USA,1756.0
1939,United States,USA,1775.4365
1940,United States,USA,1794.873
1941,United States,USA,1814.3095
1942,United States,USA,1833.746
1943,United States,USA,1853.1825000000001
1944,United States,USA,1872.6190000000001
1945,United States,USA,1892.0555
1946,United States,USA,1911.492
1947,United States,USA,1930.9285
1948,United States,USA,1950.365
1949,United States,USA,1969.8015
1950,United States,USA,1989.238
1951,United States,USA,2030.5599
1952,United States,USA,2026.7347
1953,United States,USA,2020.25
1954,United States,USA,1997.0837
1955,United States,USA,2004.5018
1956,United States,USA,1989.365
1957,United States,USA,1961.5238
1958,United States,USA,1927.5476
1959,United States,USA,1952.8529
1960,United States,USA,1934.2875
1961,United States,USA,1919.7972
1962,United States,USA,1939.2451
1963,United States,USA,1927.4596
1964,United States,USA,1933.1255
1965,United States,USA,1952.99
1966,United States,USA,1961.7112
1967,United States,USA,1938.9489
1968,United States,USA,1935.2845
1969,United States,USA,1935.9679
1970,United States,USA,1891.412
1971,United States,USA,1875.6472
1972,United States,USA,1873.3199
1973,United States,USA,1871.6733
1974,United States,USA,1843.8124
1975,United States,USA,1812.4165
1976,United States,USA,1808.4502
1977,United States,USA,1808.5083
1978,United States,USA,1814.8193
1979,United States,USA,1817.1194
1980,United States,USA,1801.3328
1981,United States,USA,1788.8071
1982,United States,USA,1771.0435
1983,United States,USA,1779.0808
1984,United States,USA,1794.722
1985,United States,USA,1800.7004
1986,United States,USA,1780.5117
1987,United States,USA,1787.9778
1988,United States,USA,1797.7433
1989,United States,USA,1809.9222
1990,United States,USA,1795.5515
1991,United States,USA,1787.2532
1992,United States,USA,1775.0881
1993,United States,USA,1790.0741
1994,United States,USA,1807.9658
1995,United States,USA,1817.5757
1996,United States,USA,1823.6223
1997,United States,USA,1828.6818
1998,United States,USA,1839.5144
1999,United States,USA,1841.6412
2000,United States,USA,1844.9187
2001,United States,USA,1823.8229
2002,United States,USA,1806.9037
2003,United States,USA,1791.0933
2004,United States,USA,1789.9679
2005,United States,USA,1787.311
2006,United States,USA,1787.5776
2007,United States,USA,1786.0842
2008,United States,USA,1767.0127
2009,United States,USA,1729.9553
2010,United States,USA,1736.095
2011,United States,USA,1745.0492
2012,United States,USA,1745.438
2013,United States,USA,1750.0786
2014,United States,USA,1754.4224
2015,United States,USA,1765.1826
2016,United States,USA,1760.796
2017,United States,USA,1757.2255
2018,United States,USA,1757.2255
2019,United States,USA,1757.2255
2020,United States,USA,1757.2255
2021,United States,USA,1757.2255
2022,United States,USA,1757.2255
1990,Uruguay,URY,1788.0
1991,Uruguay,URY,1781.501
1992,Uruguay,URY,1775.0256
1993,Uruguay,URY,1768.5737
1994,Uruguay,URY,1762.1454
1995,Uruguay,URY,1755.7404
1996,Uruguay,URY,1749.3585
1997,Uruguay,URY,1743.0
1998,Uruguay,URY,1736.6646
1999,Uruguay,URY,1722.0
2000,Uruguay,URY,1704.0769
2001,Uruguay,URY,1672.7721
2002,Uruguay,URY,1635.8788
2003,Uruguay,URY,1612.8038
2004,Uruguay,URY,1638.4481
2005,Uruguay,URY,1628.0012
2006,Uruguay,URY,1622.7958
2007,Uruguay,URY,1608.918
2008,Uruguay,URY,1623.9033
2009,Uruguay,URY,1595.3755
2010,Uruguay,URY,1590.4384
2011,Uruguay,URY,1585.9154
2012,Uruguay,URY,1571.8634
2013,Uruguay,URY,1566.2067
2014,Uruguay,URY,1562.999
2015,Uruguay,URY,1552.347
2016,Uruguay,URY,1552.347
2017,Uruguay,URY,1552.347
2018,Uruguay,URY,1552.347
2019,Uruguay,URY,1552.347
2020,Uruguay,URY,1552.347
2021,Uruguay,URY,1552.347
2022,Uruguay,URY,1552.347
1950,Venezuela,VEN,2179.0
1951,Venezuela,VEN,2162.9802
1952,Venezuela,VEN,2147.0784
1953,Venezuela,VEN,2131.2932
1954,Venezuela,VEN,2115.6243
1955,Venezuela,VEN,2100.0706
1956,Venezuela,VEN,2084.6311
1957,Venezuela,VEN,2069.3052
1958,Venezuela,VEN,2054.0918
1959,Venezuela,VEN,2038.9904
1960,Venezuela,VEN,2024.0
1961,Venezuela,VEN,2016.5787
1962,Venezuela,VEN,2009.1847
1963,Venezuela,VEN,2001.8177
1964,Venezuela,VEN,1994.4778
1965,Venezuela,VEN,1987.1648
1966,Venezuela,VEN,1979.8787
1967,Venezuela,VEN,1972.6191
1968,Venezuela,VEN,1965.3862
1969,Venezuela,VEN,1958.1799
1970,Venezuela,VEN,1951.0
1971,Venezuela,VEN,1955.6555
1972,Venezuela,VEN,1960.3223
1973,Venezuela,VEN,1965.0
1974,Venezuela,VEN,1969.5398
1975,Venezuela,VEN,1974.0902
1976,Venezuela,VEN,1978.651
1977,Venezuela,VEN,1983.2224
1978,Venezuela,VEN,1987.8043
1979,Venezuela,VEN,1992.3969
1980,Venezuela,VEN,1997.0
1981,Venezuela,VEN,1985.9822
1982,Venezuela,VEN,1975.0251
1983,Venezuela,VEN,1964.1285
1984,Venezuela,VEN,1953.2921
1985,Venezuela,VEN,1942.5154
1986,Venezuela,VEN,1931.7982
1987,Venezuela,VEN,1921.1401
1988,Venezuela,VEN,1910.5408
1989,Venezuela,VEN,1900.0
1990,Venezuela,VEN,1889.0
1991,Venezuela,VEN,1878.4707
1992,Venezuela,VEN,1868.0
1993,Venezuela,VEN,1888.8833
1994,Venezuela,VEN,1910.0
1995,Venezuela,VEN,1915.2285
1996,Venezuela,VEN,1920.4713
1997,Venezuela,VEN,1925.7284
1998,Venezuela,VEN,1931.0
1999,Venezuela,VEN,1886.8966
2000,Venezuela,VEN,1898.5117
2001,Venezuela,VEN,1869.4724
2002,Venezuela,VEN,1829.0203
2003,Venezuela,VEN,1801.2109
2004,Venezuela,VEN,1896.6949
2005,Venezuela,VEN,1922.8501
2006,Venezuela,VEN,1922.8501
2007,Venezuela,VEN,1922.8501
2008,Venezuela,VEN,1922.8501
2009,Venezuela,VEN,1922.8501
2010,Venezuela,VEN,1922.8501
2011,Venezuela,VEN,1922.8501
2012,Venezuela,VEN,1922.8501
2013,Venezuela,VEN,1922.8501
2014,Venezuela,VEN,1922.8501
2015,Venezuela,VEN,1922.8501
2016,Venezuela,VEN,1922.8501
2017,Venezuela,VEN,1922.8501
2018,Venezuela,VEN,1922.8501
2019,Venezuela,VEN,1922.8501
2020,Venezuela,VEN,1922.8501
2021,Venezuela,VEN,1922.8501
2022,Venezuela,VEN,1922.8501
1970,Vietnam,VNM,2617.082
1971,Vietnam,VNM,2618.4055
1972,Vietnam,VNM,2619.8298
1973,Vietnam,VNM,2620.6924
1974,Vietnam,VNM,2621.9473
1975,Vietnam,VNM,2622.2305
1976,Vietnam,VNM,2623.5054
1977,Vietnam,VNM,2625.7358
1978,Vietnam,VNM,2626.2886
1979,Vietnam,VNM,2627.8647
1980,Vietnam,VNM,2629.6807
1981,Vietnam,VNM,2631.8984
1982,Vietnam,VNM,2633.2598
1983,Vietnam,VNM,2634.9053
1984,Vietnam,VNM,2637.0962
1985,Vietnam,VNM,2638.3945
1986,Vietnam,VNM,2637.0444
1987,Vietnam,VNM,2640.365
1988,Vietnam,VNM,2641.1133
1989,Vietnam,VNM,2641.7573
1990,Vietnam,VNM,2643.469
1991,Vietnam,VNM,2644.7563
1992,Vietnam,VNM,2646.5408
1993,Vietnam,VNM,2647.239
1994,Vietnam,VNM,2648.5125
1995,Vietnam,VNM,2648.729
1996,Vietnam,VNM,2648.8669
1997,Vietnam,VNM,2317.3438
1998,Vietnam,VNM,2362.4314
1999,Vietnam,VNM,2362.1404
2000,Vietnam,VNM,2393.6313
2001,Vietnam,VNM,2246.991
2002,Vietnam,VNM,2230.7598
2003,Vietnam,VNM,2254.8853
2004,Vietnam,VNM,2207.4919
2005,Vietnam,VNM,2191.7068
2006,Vietnam,VNM,2240.8411
2007,Vietnam,VNM,2241.1814
2008,Vietnam,VNM,2336.6824
2009,Vietnam,VNM,2405.3545
